Номер1	Номер2	Номер3	Номер4	Номер5	Номер6	Номер7	Номер8	Номер9	Номер10	Номер11	Номер12	Номер13	Номер14	Номер15	Номер16	Номер17	Номер18	Номер19	Номер20	Номер21	Номер22	Номер23	Номер24	Номер25	Номер26	Номер27	Номер28	Номер29	Номер30	Номер31	Номер32	Номер33	Номер34	Номер35
0,473161644	0,913250606	0,551611969	0,113056914	0,085918483	0,908650382	0,031587737	0,352979801	0,190575944	0,246259221	0,100218249	0,375644885	0,784737733	0,275427551	0,715367219	0,995505813	0,902702306	0,713935399	0,954574735	0,975862113	0,486094524	0,64052658	0,772963082	0,80432354	0,365136083	0,516142577	0,347316531	0,415532586	0,426539845	0,358828642	0,736572209	0,394930034	0,644110313	0,750957406	0,209243085
0,005702272	0,491496073	0,031267792	0,493355302	0,986862483	0,94978223	0,355817525	0,85350426	0,117438494	0,112729603	0,067958509	0,682938721	0,378664521	0,827196877	0,295593367	0,200626918	0,527263383	0,067254362	0,703925556	0,602210174	0,555724527	0,283116829	0,391658299	0,748310059	0,634591291	0,726964317	0,124380559	0,468497253	0,476046661	0,890227851	0,460009551	0,228874865	0,638008635	0,599897889	0,206892371
0,696591198	0,330013556	0,463440301	0,50172806	0,787295975	0,839770179	0,585120962	0,211791371	0,281231833	0,034333613	0,16312639	0,330498218	0,024540889	0,641486381	0,914945264	0,293278515	0,820978723	0,280032888	0,370297249	0,920963382	0,868856526	0,308774149	0,587002455	0,383402035	0,975214759	0,874014491	0,188395846	0,251314849	0,81402991	0,288823814	0,486240093	0,298803739	0,24150151	0,75541825	0,658364492
0,715660797	0,46658353	0,075406557	0,419836432	0,123356101	0,756238997	0,384562349	0,601384592	0,405468494	0,761627702	0,454304678	0,784671725	0,428207248	0,778436868	0,469056453	0,322763933	0,221048575	0,52175623	0,276969516	0,458694631	0,865592744	0,437023138	0,392316519	0,102720143	0,590230215	0,737884901	0,93475323	0,528083744	0,60661922	0,625860212	0,775296302	0,50844522	0,488488912	0,91600113	0,646535412
0,865091222	0,827941962	0,586115803	0,050657943	0,37024803	0,868818615	0,023236772	0,19921592	0,805038057	0,466623022	0,789687716	0,186928869	0,273410439	0,41513689	0,351910035	0,562706218	0,773150835	0,868384148	0,353136747	0,032906794	0,006547944	0,626446583	0,243042285	0,90780345	0,122681031	0,941567072	0,503458751	0,274473327	0,97492091	0,180880179	0,037925615	0,810733768	0,751842014	0,579812414	0,629592624
0,40390041	0,805849017	0,445322386	0,253343646	0,455964387	0,217878457	0,922113811	0,695801716	0,148074649	0,486755733	0,444561978	0,293771819	0,014652634	0,281996615	0,597491789	0,105671983	0,903701916	0,556407375	0,754535612	0,170696051	0,432553147	0,242905115	0,413407697	0,037268261	0,916464241	0,151642473	0,66570887	0,739774423	0,454325297	0,456859696	0,199575564	0,441210135	0,493524626	0,064035592	0,412905317
0,023822699	0,023685801	0,533342287	0,55655045	0,348777173	0,51434983	0,077307326	0,11320049	0,941614912	0,693358452	0,248211998	0,395969101	0,4972212	0,731982619	0,809012423	0,719395798	0,546910684	0,471708947	0,641287116	0,277738647	0,281884013	0,130473848	0,597871168	0,73588534	0,228317972	0,534228661	0,295322543	0,731793533	0,652858676	0,144834641	0,700986031	0,817752171	0,605641545	0,621222266	0,322975896
0,236569196	0,126856281	0,813868458	0,804473741	0,922721202	0,531167731	0,514731345	0,030548793	0,306545493	0,473118631	0,238028585	0,688741713	0,725336557	0,897368576	0,860443946	0,188544366	0,621926864	0,724102614	0,119983047	0,66337173	0,843967776	0,736683881	0,986437967	0,707334291	0,238950099	0,530020698	0,816257192	0,795804	0,481309969	0,745429483	0,565804813	0,560991841	0,538667461	0,579683346	0,039894534
0,290376491	0,204101053	0,558628743	0,59608028	0,574866228	0,478916188	0,114940395	0,298673632	0,263134516	0,082369991	0,478872797	0,895084317	0,364750022	0,141928172	0,427136162	0,190043296	0,847383374	0,556350764	0,11029914	0,264057505	0,297121267	0,756535154	0,856226332	0,837477872	0,685829101	0,485142196	0,418605261	0,240861465	0,967235982	0,028987562	0,184515179	0,393077491	0,514465656	0,737154236	0,17586283
0,479550077	0,764927629	0,343900678	0,050735265	0,823696614	0,777925416	0,281699226	0,650255869	0,028259885	0,33316297	0,225697184	0,199274071	0,175004402	0,513233432	0,773867828	0,344373141	0,958197586	0,651045041	0,995225091	0,046651654	0,058020628	0,66584886	0,131881143	0,342327945	0,786482838	0,06989349	0,099055089	0,132699356	0,284504626	0,791454767	0,049070905	0,139066713	0,975286332	0,145128284	0,523845779
0,523385536	0,127873515	0,580690428	0,124184387	0,536719857	0,352820621	0,484105949	0,380343187	0,691906473	0,126380189	0,417045247	0,1719501	0,382233876	0,257696065	0,262673763	0,466530613	0,135206408	0,035753075	0,29882318	0,570057183	0,42382488	0,1283222	0,032945694	0,419466055	0,991260868	0,778109402	0,663247997	0,031297936	0,194670435	0,099892248	0,505016742	0,416260908	0,272679074	0,760633077	0,168695361
0,639173783	0,870936201	0,043397959	0,008612781	0,021469915	0,505330784	0,439123268	0,85228018	0,747714737	0,0706515	0,181913631	0,815324558	0,331642571	0,289544155	0,951556569	0,390680048	0,262778684	0,66579388	0,932502707	0,80016012	0,066054816	0,797952849	0,083961717	0,502674331	0,212889588	0,656232671	0,765269985	0,990198425	0,378200251	0,352587201	0,992095348	0,573569006	0,959877894	0,040973488	0,054974366
0,550251511	0,028318941	0,252109543	0,0889321	0,242390824	0,26714904	0,955096932	0,815373143	0,574980914	0,243122594	0,054728813	0,6584612	0,545046126	0,996835077	0,567679579	0,540676241	0,307901534	0,537157217	0,602671273	0,791951628	0,521371353	0,18715274	0,48730877	0,625649222	0,769848563	0,370818782	0,315896518	0,082226055	0,726336505	0,316030484	0,015056222	0,17879388	0,302448989	0,568440637	0,650494544
0,15071655	0,991036314	0,229719603	0,706173138	0,28945839	0,653840932	0,652231268	0,623285329	0,849237941	0,085764507	0,929560039	0,368945832	0,148264288	0,98883991	0,669531856	0,730144238	0,743234726	0,234744456	0,976037981	0,986294503	0,92803314	0,266685984	0,531924821	0,252937619	0,63558409	0,432473626	0,041994776	0,952316386	0,233475376	0,931930634	0,19964369	0,770653324	0,988874977	0,193366104	0,386297692
0,664756229	0,613120529	0,378187726	0,66412878	0,76069558	0,351676571	0,981368168	0,842668769	0,985002	0,536498429	0,141557613	0,550545518	0,353144648	0,552034069	0,078817075	0,116275699	0,729022713	0,753926418	0,167662963	0,161039821	0,063696206	0,004508628	0,072642763	0,504979136	0,209052485	0,535025708	0,577731473	0,15737921	0,433998249	0,068281736	0,344281519	0,575865681	0,135923164	0,336800652	0,672001193
0,489100166	0,288631445	0,960579328	0,854755486	0,165452145	0,796976187	0,435379486	0,552374497	0,462463388	0,366584872	0,08924957	0,938005926	0,940022277	0,795003765	0,926780368	0,442607273	0,802907669	0,602704988	0,272513077	0,514657887	0,512831711	0,289846986	0,821261022	0,592985747	0,470496568	0,051255106	0,625911746	0,363330203	0,213945269	0,242453429	0,792484908	0,638234616	0,160053366	0,633248375	0,228885832
0,621053974	0,434557188	0,155705416	0,211210381	0,755544269	0,270891874	0,284575571	0,497206831	0,993424531	0,763766574	0,018005967	0,962288273	0,194738763	0,170903193	0,473941955	0,950212868	0,820261856	0,57398171	0,730889879	0,37245523	0,433514103	0,776027693	0,61904337	0,085648853	0,42763298	0,467222122	0,913467458	0,511609542	0,804231863	0,774814217	0,404408912	0,021913222	0,679998175	0,637264425	0,70866053
0,596055731	0,055890654	0,734603719	0,032771138	0,814217033	0,525529	0,672553304	0,843835892	0,328952194	0,687302588	0,711882849	0,429471042	0,025278472	0,833775286	0,018052352	0,639740229	0,009598943	0,558860429	0,4019523	0,557212331	0,536399929	0,530450481	0,936436072	0,549018674	0,183494176	0,895009534	0,900142921	0,241372567	0,037574878	0,984016633	0,893630321	0,720827094	0,059025295	0,9036126	0,467409392
0,487332651	0,129758143	0,94881907	0,318888178	0,377782393	0,395757501	0,455089664	0,848660717	0,726168837	0,375460323	0,499833003	0,48549794	0,421046924	0,397809038	0,217601186	0,89016201	0,73941296	0,978367047	0,120199404	0,435067508	0,499198874	0,949308437	0,879462542	0,356674093	0,708979826	0,229575359	0,23569018	0,694368132	0,302521716	0,190434908	0,738769394	0,626544217	0,124951287	0,464400785	0,563752196
0,471008323	0,948320746	0,57052451	0,055940252	0,496636402	0,928368852	0,537958248	0,840543715	0,612777113	0,863019695	0,278265241	0,296564964	0,181706211	0,792758424	0,288989583	0,617864567	0,493106428	0,579956874	0,2570424	0,63509574	0,548279056	0,964802935	0,895207458	0,142669092	0,44214624	0,500337447	0,876539664	0,045868513	0,019899568	0,140353104	0,784280791	0,691697897	0,399565434	0,722443592	0,465131357
0,724505045	0,651494739	0,70664534	0,565274699	0,290114254	0,377014076	0,055418029	0,037278129	0,137695167	0,025201573	0,087593293	0,746316408	0,455276427	0,280550459	0,747158102	0,800696281	0,730034324	0,586236125	0,235486399	0,815428509	0,107034658	0,671654505	0,568841869	0,646455309	0,468914265	0,998729045	0,713692693	0,07416352	0,239618108	0,603290025	0,454208171	0,377876707	0,656464622	0,7083895	0,540986062
0,884987268	0,520684015	0,616056861	0,881688438	0,98643723	0,872465301	0,269421829	0,261835749	0,593835097	0,262778533	0,689483668	0,192609314	0,579080218	0,895639545	0,848083575	0,311725331	0,437213797	0,118193824	0,167831507	0,080237082	0,642900827	0,474271966	0,44678355	0,306145041	0,34511432	0,0316569	0,351692653	0,353472912	0,155555973	0,459071635	0,236853304	0,111049676	0,017551113	0,979983494	0,372935592
0,943605875	0,265964192	0,253425282	0,479543918	0,374222907	0,062776993	0,927247523	0,148447679	0,282788686	0,164012046	0,996847138	0,671393442	0,100791012	0,227095572	0,859478976	0,882395282	0,172799004	0,544582931	0,088808589	0,059556831	0,130367254	0,039106901	0,467998909	0,33367829	0,127654642	0,290954298	0,629699411	0,806517586	0,69197621	0,830947212	0,791815926	0,526065852	0,788546589	0,891390663	0,077642007
0,547034139	0,596369349	0,07897658	0,658034817	0,23582595	0,605802942	0,866260644	0,761830379	0,374624166	0,420330721	0,579267557	0,202568609	0,639174232	0,605687908	0,860413817	0,412470841	0,373622896	0,273230344	0,377861436	0,463825459	0,145612965	0,284191377	0,409998037	0,87056783	0,91004333	0,257075709	0,045911528	0,611688297	0,94137438	0,935951369	0,649113006	0,42953296	0,558459476	0,80865095	0,437917967
0,118419621	0,679790196	0,445249249	0,533263598	0,167092939	0,254034646	0,691300812	0,111353327	0,948692493	0,510079298	0,181691638	0,69073059	0,554180335	0,19309736	0,972755459	0,153595208	0,411437464	0,300362121	0,896276767	0,549649828	0,296249156	0,877854187	0,071836475	0,99083241	0,474194441	0,621764185	0,77417372	0,042288272	0,325233677	0,128376702	0,904194466	0,286494637	0,788184329	0,211314719	0,233930171
0,483645148	0,338298212	0,62852518	0,320812405	0,591951225	0,247317241	0,726040795	0,057844961	0,319873877	0,346490021	0,230463517	0,170930868	0,944625091	0,612222427	0,57517639	0,189057436	0,202070712	0,149822913	0,235154962	0,972454952	0,043749255	0,66186855	0,717349994	0,082910998	0,087066905	0,514013955	0,107934235	0,967681224	0,154045455	0,768177006	0,172343502	0,362881924	0,973734477	0,226342882	0,558144848
0,163213923	0,232178069	0,846822917	0,572000308	0,460910369	0,95317004	0,24784507	0,210709758	0,247287493	0,560665386	0,546696805	0,097753769	0,756248531	0,695864367	0,00248272	0,040690539	0,317247904	0,451379228	0,366609707	0,375869832	0,925207054	0,670494848	0,434802233	0,610780497	0,721302145	0,676644319	0,029028066	0,162240372	0,968429919	0,870045043	0,026894614	0,123745822	0,00497205	0,701612058	0,669807553
0,452590392	0,727618838	0,921441361	0,837112963	0,651322389	0,328404069	0,69299086	0,125714852	0,468328269	0,59272819	0,306355618	0,798836548	0,780566878	0,20263841	0,527559231	0,588237469	0,457028336	0,213251988	0,269944185	0,744584485	0,418632275	0,611691992	0,378290968	0,486037981	0,510035041	0,860553683	0,121155339	0,521321565	0,695696122	0,592714387	0,535210292	0,150081026	0,508927336	0,826485212	0,429861524
0,323286564	0,656197087	0,292263033	0,693638258	0,228515992	0,922853699	0,722553105	0,996484893	0,18132909	0,520311873	0,852900184	0,332205478	0,196515257	0,664225013	0,411530025	0,568385335	0,906600176	0,653726943	0,963152993	0,480223772	0,260092305	0,720838843	0,771833145	0,659198539	0,606517824	0,349568338	0,112161425	0,724186724	0,244981445	0,577924513	0,774167324	0,620901783	0,73979887	0,280732828	0,355772446
0,628199881	0,188468964	0,826305882	0,919962187	0,393737388	0,911556331	0,635315209	0,269907276	0,863138667	0,846140029	0,658115362	0,820610848	0,569071541	0,506663812	0,372812237	0,551240453	0,08509227	0,436201672	0,09717829	0,474344847	0,437532166	0,248704173	0,143377593	0,942141189	0,89383394	0,823125633	0,289726738	0,53833454	0,646316407	0,913560387	0,447994494	0,707694696	0,268612494	0,97288357	0,603844646
0,651284604	0,269031106	0,029708117	0,69625428	0,001164327	0,881193757	0,379848628	0,964077829	0,810164368	0,033612903	0,578337023	0,082087598	0,841737392	0,146966651	0,526548281	0,318501448	0,111705832	0,433802483	0,578824519	0,005928805	0,113041387	0,762120557	0,54940912	0,652684334	0,067927222	0,845300028	0,148308876	0,126471039	0,27160711	0,12932056	0,342225846	0,392987246	0,070184874	0,838726005	0,886441287
0,495158675	0,119068481	0,241521626	0,542043462	0,48997809	0,781918094	0,686261022	0,88231946	0,63531353	0,322590019	0,409593682	0,082004228	0,162765353	0,909163221	0,43961535	0,250028356	0,572121377	0,834232922	0,965941216	0,486222748	0,601582693	0,455723358	0,311360747	0,485322015	0,789218744	0,951784326	0,278070956	0,664920436	0,217739693	0,161365508	0,068342247	0,959747049	0,499901785	0,783004965	0,234198704
0,105963073	0,468390373	0,725285695	0,042049522	0,074588649	0,535208854	0,52641677	0,46764865	0,247418995	0,984816078	0,344163585	0,22239867	0,088738843	0,322503795	0,059670566	0,825404351	0,163616466	0,076308446	0,518741989	0,034399129	0,061317133	0,347077888	0,754170157	0,400583064	0,042387684	0,977905194	0,738813404	0,45034985	0,527160624	0,625091544	0,157292457	0,725728997	0,565047872	0,359418107	0,818976802
0,81668821	0,276880136	0,619051234	0,313192572	0,00891975	0,254527128	0,562710496	0,872437296	0,399788986	0,445436176	0,626810531	0,063932989	0,63288923	0,408486319	0,467262233	0,197102773	0,100482498	0,091711937	0,752300217	0,011722267	0,91058133	0,93879614	0,248390837	0,436700999	0,644409538	0,471161253	0,065561879	0,130724462	0,774905336	0,506328252	0,895397497	0,464785245	0,760753756	0,66343213	0,477747187
0,556877207	0,191453139	0,363512956	0,204831839	0,909898949	0,68367784	0,973942696	0,102947365	0,036976976	0,734265167	0,99848995	0,719487068	0,198671863	0,758991096	0,313108223	0,631108244	0,749282822	0,344519472	0,767465478	0,342298515	0,325409505	0,441552172	0,485314417	0,819125506	0,271795338	0,90759141	0,244694175	0,2424721	0,111537332	0,655828866	0,543731855	0,107784135	0,966508031	0,595130555	0,30679071
